CGP No.,CGP Link,OCLC No.,Item No.,SuDoc No.,Date,PURL,Title
1114369,https://catalog.gpo.gov/F/?func=direct&doc_number=1114369&local_base=GPO01PUB,985370719,0624-B-05 (online),I 19.42/4:77-128,1978,https://purl.fdlp.gov/GPO/gpo131620,"Reaeration capacity of the Rock River between Lake Koshkonong, Wisconsin and Rockton, Illinois"
1114371,https://catalog.gpo.gov/F/?func=direct&doc_number=1114371&local_base=GPO01PUB,985370732,0624-B-05 (online),I 19.42/4:80-19,1980,https://purl.fdlp.gov/GPO/gpo131621,Comparison of tracer methods and predictive equations for determination of stream-reaeration coefficients on three small streams in Wisconsin
1114376,https://catalog.gpo.gov/F/?func=direct&doc_number=1114376&local_base=GPO01PUB,985370720,0624-B-05 (online),I 19.42/4:78-77,1981,https://purl.fdlp.gov/GPO/gpo131626,"Computer modeling of ground-water availability in the Pootatuck River Valley, Newtown, Connecticut"
1114377,https://catalog.gpo.gov/F/?func=direct&doc_number=1114377&local_base=GPO01PUB,1139520574,0646-R (online),I 29.89:2010/175,2010,https://purl.fdlp.gov/GPO/gpo131886,Long term monitoring of glaciers at Mount Rainier National Park
1114379,https://catalog.gpo.gov/F/?func=direct&doc_number=1114379&local_base=GPO01PUB,985370630,0624-B-05 (online),I 19.42/4:80-5,1980,https://purl.fdlp.gov/GPO/gpo131629,"Water quality of Rogers Lake, Dakota County, Minnesota"
1114388,https://catalog.gpo.gov/F/?func=direct&doc_number=1114388&local_base=GPO01PUB,985370683,0624-B-05 (online),I 19.42/4:78-85,1978,https://purl.fdlp.gov/GPO/gpo131631,"Low-flow characteristics of streams in the Rock-Fox River Basin, Wisconsin"
1114390,https://catalog.gpo.gov/F/?func=direct&doc_number=1114390&local_base=GPO01PUB,985370686,0624-B-05 (online),I 19.42/4:77-78,1978,https://purl.fdlp.gov/GPO/gpo131633,"Geohydrologic evaluation of a landfill in a coastal area, St. Petersburg, Florida"
1114405,https://catalog.gpo.gov/F/?func=direct&doc_number=1114405&local_base=GPO01PUB,1139530007,0208-C-23 (online),C 55.13/2:NMFS-F/SPO-199,2019,https://purl.fdlp.gov/GPO/gpo131531,Machine learning to improve marine science for the sustainability of living ocean resources : report from the 2019 Norway-U.S. Workshop
1114416,https://catalog.gpo.gov/F/?func=direct&doc_number=1114416&local_base=GPO01PUB,1139537613,0807-A-07 (online),LC 14.23:RL 33986/,-2019,https://purl.fdlp.gov/GPO/gpo131394,FDA's authority to ensure that drugs prescribed to children are safe and effective
1114437,https://catalog.gpo.gov/F/?func=direct&doc_number=1114437&local_base=GPO01PUB,1139563587,0996-F (online),Y 1.1/7:115-165,2018,https://purl.fdlp.gov/GPO/gpo131926,"St. Lucie County, Florida coastal storm risk management project, final integrated feasibility study and environmental assessment, August 2017 : communication from the Assistant Secretary of the Army, Civil Works, Department of Defense, transmitting the Corps' report on St. Lucie County, Florida, coastal storm risk management project, final integrated feasibility study and environmental assessment for August 2017."
1114439,https://catalog.gpo.gov/F/?func=direct&doc_number=1114439&local_base=GPO01PUB,985370682,0624-B-05 (online),I 19.42/4:79-50,1979,https://purl.fdlp.gov/GPO/gpo131637,"Chemical, physical, and radiological quality of selected public water supplies in Florida, November 1977-February 1978"
1114440,https://catalog.gpo.gov/F/?func=direct&doc_number=1114440&local_base=GPO01PUB,1139700730,0646-R (online),I 29.89:2010/240;I 29.89:2010/241,2010,https://purl.fdlp.gov/GPO/gpo131917,"Climate monitoring protocol for the North Coast and Cascades Network (Mount Rainier National Park, Olympic National Park, North Cascades National Park, Lewis and Clark National Historical Park, Ebey's Landing National Historical Reserve, San Juan Island National Historical Park, Fort Vancouver National Historic Site)"
1114441,https://catalog.gpo.gov/F/?func=direct&doc_number=1114441&local_base=GPO01PUB,985370524,0624-B-05 (online),I 19.42/4:78-107,1978,https://purl.fdlp.gov/GPO/gpo131645,"Biscayne aquifer, southeast Florida"
1114442,https://catalog.gpo.gov/F/?func=direct&doc_number=1114442&local_base=GPO01PUB,985370614,0624-B-05 (online),I 19.42/4:80-48,1980,https://purl.fdlp.gov/GPO/gpo131646,"Distribution of nitrate in the unsaturated zone, Highland-East Highlands area, San Bernardino County, California"
1114444,https://catalog.gpo.gov/F/?func=direct&doc_number=1114444&local_base=GPO01PUB,985370631,0624-B-05 (online),I 19.42/4:78-117,1979,https://purl.fdlp.gov/GPO/gpo131648,"Geohydrology of Brooks, Lowndes, and western Echols Counties, Georgia"
1114450,https://catalog.gpo.gov/F/?func=direct&doc_number=1114450&local_base=GPO01PUB,985370722,0624-B-05 (online),I 19.42/4:78-141,1979,https://purl.fdlp.gov/GPO/gpo131870,"Floods in Puerto Rico, magnitude and frequency"
1114454,https://catalog.gpo.gov/F/?func=direct&doc_number=1114454&local_base=GPO01PUB,985370755,0624-B-05 (online),I 19.42/4:78-13,1978,https://purl.fdlp.gov/GPO/gpo131871,"An analysis of stream temperatures, Green River Basin, Wyoming"
1114456,https://catalog.gpo.gov/F/?func=direct&doc_number=1114456&local_base=GPO01PUB,1139709037,0646-R (online),I 29.89:2010/187,2010,https://purl.fdlp.gov/GPO/gpo131942,Klamath Network landbird monitoring protocol
1114457,https://catalog.gpo.gov/F/?func=direct&doc_number=1114457&local_base=GPO01PUB,985370685,0624-B-05 (online),I 19.42/4:78-12,1978,https://purl.fdlp.gov/GPO/gpo131876,"Regional analysis of the effects of land use on stream-water quality, methodology and application in the Susquehanna River Basin, Pennsylvania and New York"
1114460,https://catalog.gpo.gov/F/?func=direct&doc_number=1114460&local_base=GPO01PUB,985370613,0624-B-05 (online),I 19.42/4:78-88,1978,https://purl.fdlp.gov/GPO/gpo131654,Interpretation of well logs in a carbonate aquifer
1114462,https://catalog.gpo.gov/F/?func=direct&doc_number=1114462&local_base=GPO01PUB,985370916,0624-B-05 (online),I 19.42/4:80-23,1980,https://purl.fdlp.gov/GPO/gpo131656,"The effects of using ground water to maintain water levels of Cedar Lake, Wisconsin"
1114464,https://catalog.gpo.gov/F/?func=direct&doc_number=1114464&local_base=GPO01PUB,971499191,0624-B-05 (online),I 19.42/4:78-36,1978,https://purl.fdlp.gov/GPO/gpo131674,"Effects of bottom sediments on infiltration from the Miami and tributary canals to the Biscayne aquifer, Dade County, Florida"
1114466,https://catalog.gpo.gov/F/?func=direct&doc_number=1114466&local_base=GPO01PUB,971499217,0624-B-05 (online),I 19.42/4:78-8,1978,https://purl.fdlp.gov/GPO/gpo131675,"Flood profiles for Cypress Creek, west-central Florida"
1114469,https://catalog.gpo.gov/F/?func=direct&doc_number=1114469&local_base=GPO01PUB,985370632,0624-B-05 (online),I 19.42/4:78-57,1978,https://purl.fdlp.gov/GPO/gpo131676,"Flood profiles for Peace River, south-central Florida"
1114549,https://catalog.gpo.gov/F/?func=direct&doc_number=1114549&local_base=GPO01PUB,1140071505,1009-E (online),Y 4.2:C 61/C 61/7,2020,https://purl.fdlp.gov/GPO/gpo131980,"Solving the climate crisis : reducing industrial emissions through U.S. innovation :  hearing before the Select Committee on the Climate Crisis, House of Representatives, One Hundred Sixteenth Congress, first session, hearing held September 26, 2019."
1114592,https://catalog.gpo.gov/F/?func=direct&doc_number=1114592&local_base=GPO01PUB,1140073354,0646-R (online),I 29.89:2010/272,2010,http://purl.fdlp.gov/GPO/gpo131995,Strategy for enhanced monitoring of natural resource condition in North Atlantic Coastal parks to address the effects of rapid climate change
1114602,https://catalog.gpo.gov/F/?func=direct&doc_number=1114602&local_base=GPO01PUB,1140074086,0646-R (online),I 29.89:2010/179,2010,http://purl.fdlp.gov/GPO/gpo132001,Mammal and herpetological inventories of Nez Perce National Historical Park 2002:  Upper Columbia Basin Network
1114606,https://catalog.gpo.gov/F/?func=direct&doc_number=1114606&local_base=GPO01PUB,1140074096,0646-R (online),I 29.89:2010/228,2010,http://purl.fdlp.gov/GPO/gpo132003,A natural resource condition assessment for Rocky Mountain National Park
1114615,https://catalog.gpo.gov/F/?func=direct&doc_number=1114615&local_base=GPO01PUB,1140074758,1040-C (online),Y 4.EN 2:S.HRG.115-518,2020,https://purl.fdlp.gov/GPO/gpo132010,"Oversight of the Federal Energy Regulatory Commission : hearing before the Committee on Energy and Natural Resources, United States Senate, One Hundred Fifteenth Congress, second session, June 12, 2018."
1114619,https://catalog.gpo.gov/F/?func=direct&doc_number=1114619&local_base=GPO01PUB,1039870357,0646-R (online),I 29.89:2010/275,2010,https://purl.fdlp.gov/GPO/gpo132015,Protocol for monitoring brown bears:  Southwest Alaska Inventory and Monitoring Network
1114630,https://catalog.gpo.gov/F/?func=direct&doc_number=1114630&local_base=GPO01PUB,1140076120,0646-R (online),I 29.89:2011/348,2011,https://purl.fdlp.gov/GPO/gpo132029,"Long-term monitoring protocol for Rocky Intertidal communities of Golden Gate National Recreation Area and Point Reyes National Seashore, California"
1114645,https://catalog.gpo.gov/F/?func=direct&doc_number=1114645&local_base=GPO01PUB,1140076441,0646-R (online),I 29.89:2011/425,2011,https://purl.fdlp.gov/GPO/gpo82514,George Washington Carver National Monument natural resource condition assessment
1114647,https://catalog.gpo.gov/F/?func=direct&doc_number=1114647&local_base=GPO01PUB,1140098382,0646-R (online),I 29.89:2011/426,2011,https://purl.fdlp.gov/GPO/gpo82515,Pea Ridge National Military Park natural resource condition assessment
1114649,https://catalog.gpo.gov/F/?func=direct&doc_number=1114649&local_base=GPO01PUB,870655408,0624-B-05 (online),I 19.42/4:78-51,[1978],https://purl.fdlp.gov/GPO/gpo131681,"Physiography and superficial geology of the copper-nickel study region, northeastern Minnesota"
1114652,https://catalog.gpo.gov/F/?func=direct&doc_number=1114652&local_base=GPO01PUB,963251364,0624-B-05 (online),I 19.42/4:79-100,1979,https://purl.fdlp.gov/GPO/gpo131678,"Monthly and annual budgets of Lake Wingra, Madison, Wisconsin, 1972-77"
1114656,https://catalog.gpo.gov/F/?func=direct&doc_number=1114656&local_base=GPO01PUB,985370664,0624-B-05 (online),I 19.42/4:80-3,1980,https://purl.fdlp.gov/GPO/gpo131682,"Baseline water quality of Schmidt, Hornbeam, and Horseshore Lakes, Dakota County, Minnesota"
1114658,https://catalog.gpo.gov/F/?func=direct&doc_number=1114658&local_base=GPO01PUB,985370609,0624-B-05 (online),I 19.42/4:79-48,1979,https://purl.fdlp.gov/GPO/gpo131684,"A facility designed to monitor the unsaturated zone during infiltration of tertiary-treated sewage, Long Island, New York"
1114660,https://catalog.gpo.gov/F/?func=direct&doc_number=1114660&local_base=GPO01PUB,985370731,0624-B-05 (online),I 19.42/4:78-68,1978,https://purl.fdlp.gov/GPO/gpo131696,Comparison of the radioactive and modified techniques for measurement of stream reaeration coefficients
1114662,https://catalog.gpo.gov/F/?func=direct&doc_number=1114662&local_base=GPO01PUB,985370754,0624-B-05 (online),I 19.42/4:80-58,1980,https://purl.fdlp.gov/GPO/gpo131697,"Effects of the rate of releases from Sam Rayburn Reservoir on the aeration capacity of the Angelina River, eastern Texas"
1114668,https://catalog.gpo.gov/F/?func=direct&doc_number=1114668&local_base=GPO01PUB,985370679,0624-B-05 (online),I 19.42/4:80-14,1980,https://purl.fdlp.gov/GPO/gpo131699,"A comparison of analog and digital modeling techniques for simulating three-dimensional ground-water flow on Long Island, New York"
1114673,https://catalog.gpo.gov/F/?func=direct&doc_number=1114673&local_base=GPO01PUB,985370743,0624-B-05 (online),I 19.42/4:78-79,1978,https://purl.fdlp.gov/GPO/gpo131700,Model evaluation of the hydrogeology of the Cypress Creek well field in West-Central Florida
1114675,https://catalog.gpo.gov/F/?func=direct&doc_number=1114675&local_base=GPO01PUB,971500590,0624-B-05 (online),I 19.42/4:78-74,1978,https://purl.fdlp.gov/GPO/gpo131703,"Preliminary evaluation of the water-supply potential of the spring-river system in the Weeki Wachee area and the Lower Withlacoochee River, west-central Florida"
1114678,https://catalog.gpo.gov/F/?func=direct&doc_number=1114678&local_base=GPO01PUB,985370533,0624-B-05 (online),I 19.42/4:78-100,1979,https://purl.fdlp.gov/GPO/gpo131709,"Flood profiles of the Pithlachascotee River, west-central Florida"
1114742,https://catalog.gpo.gov/F/?func=direct&doc_number=1114742&local_base=GPO01PUB,1140348351,0646-R (online),I 29.89:2010/263,2010,http://purl.fdlp.gov/GPO/gpo132118,Mammalian diversity in nineteen southeast coast network parks
1114743,https://catalog.gpo.gov/F/?func=direct&doc_number=1114743&local_base=GPO01PUB,1138013165,0483-E-22 (online),EP 4.52:AS 7/2/DRAFT/2019,2019,https://purl.fdlp.gov/GPO/gpo131976,Policy assessment for the review of the Ozone National Ambient Air Quality Standards : external review draft.
1114744,https://catalog.gpo.gov/F/?func=direct&doc_number=1114744&local_base=GPO01PUB,985370484,0624-B-05 (online),I 19.42/4:79-95,1979,https://purl.fdlp.gov/GPO/gpo131638,"Hydrology and water quality in the Nederlo Creek Basin, Wisconsin, before construction of two water-retention structures"
1114745,https://catalog.gpo.gov/F/?func=direct&doc_number=1114745&local_base=GPO01PUB,1140348879,0646-R (online),I 29.89:2010/258,2010,http://purl.fdlp.gov/GPO/gpo132119,Water resources information and issues overview report:  Bent's Old Fort National Historic Site
1114747,https://catalog.gpo.gov/F/?func=direct&doc_number=1114747&local_base=GPO01PUB,1140348840,0646-R (online),I 29.89:2010/213,2010,http://purl.fdlp.gov/GPO/gpo132120,"Assessment of riparian-wetland conditions and recommendations for management:  Pueblo Colorado Wash, Hubbell Trading Post National Historic Site, Arizona"
1114752,https://catalog.gpo.gov/F/?func=direct&doc_number=1114752&local_base=GPO01PUB,985370730,0624-B-05 (online),I 19.42/4:80-36,1980,https://purl.fdlp.gov/GPO/gpo132075,"Water quality of the Neuse River, North Carolina : variability, pollution loads, and long-term trends"
1114755,https://catalog.gpo.gov/F/?func=direct&doc_number=1114755&local_base=GPO01PUB,985370483,0624-B-05 (online),I 19.42/4:79-9,1979,https://purl.fdlp.gov/GPO/gpo131632,"Low-flow characteristics of streams in the Trempealeau-Black River basin, Wisconsin"
1114759,https://catalog.gpo.gov/F/?func=direct&doc_number=1114759&local_base=GPO01PUB,971499193,0624-B-05 (online),I 19.42/4:78-17,1978,https://purl.fdlp.gov/GPO/gpo132085,"Source, use, and disposition of water in Florida, 1975"
1114761,https://catalog.gpo.gov/F/?func=direct&doc_number=1114761&local_base=GPO01PUB,1140350890,0646-R (online),I 29.89:2010/171,2010,http://purl.fdlp.gov/GPO/gpo132129,"Variance and power for trend assessment of pilot data : integrated upland monitoring, Canyonlands National Park"
1114763,https://catalog.gpo.gov/F/?func=direct&doc_number=1114763&local_base=GPO01PUB,985370691,0624-B-05 (online),I 19.42/4:78-119,1979,https://purl.fdlp.gov/GPO/gpo132090,"Application of transient-flow model to the Sacramento River at Sacramento, California"
1114769,https://catalog.gpo.gov/F/?func=direct&doc_number=1114769&local_base=GPO01PUB,1140384805,0646-R (online),I 29.89:2011/427,2011,http://purl.fdlp.gov/GPO/gpo82517,Wilson's Creek National Battlefield natural resource condition assessment
1114771,https://catalog.gpo.gov/F/?func=direct&doc_number=1114771&local_base=GPO01PUB,1140385614,1009-E (online),Y 4.2:C 61/C 61/8,2020,https://purl.fdlp.gov/GPO/gpo132135,"Solving the climate crisis : natural solutions to cutting pollution and building resilience :  hearing before the Select Committee on the Climate Crisis, House of Representatives, One Hundred Sixteenth Congress, first session, hearing held October 22, 2019."
1114772,https://catalog.gpo.gov/F/?func=direct&doc_number=1114772&local_base=GPO01PUB,985370626,0624-B-05 (online),I 19.42/4:77-121,1978,https://purl.fdlp.gov/GPO/gpo132098,Nitrification in four acidic streams in southern New Jersey
1114776,https://catalog.gpo.gov/F/?func=direct&doc_number=1114776&local_base=GPO01PUB,971499231,0624-B-05 (online),I 19.42/4:78-54,1979,https://purl.fdlp.gov/GPO/gpo132104,Evaluation of a digital model for estuarine water quality simulation in waste allocation studies
1114778,https://catalog.gpo.gov/F/?func=direct&doc_number=1114778&local_base=GPO01PUB,985370651,0624-B-05 (online),I 19.42/4:77-77,1978,https://purl.fdlp.gov/GPO/gpo132109,"Hydrogeologic conditions in the town of Shelter Island, Suffolk County, Long Island, New York"
1114793,https://catalog.gpo.gov/F/?func=direct&doc_number=1114793&local_base=GPO01PUB,1140391466,0646-R (online),I 29.89:2011/285,2011,https://purl.fdlp.gov/GPO/gpo132144,Enhanced monitoring to better address rapid climate change in high-elevation parks:  a multi-network strategy
1114794,https://catalog.gpo.gov/F/?func=direct&doc_number=1114794&local_base=GPO01PUB,1140398693,0646-R (online),I 29.89:2011/284,2011,https://purl.fdlp.gov/GPO/gpo132160,Enhanced monitoring to better address rapid climate change in southwest desert parks:  a multi-network strategy
1114800,https://catalog.gpo.gov/F/?func=direct&doc_number=1114800&local_base=GPO01PUB,1140399254,0646-R (online),I 29.89:2011/473,2011,https://purl.fdlp.gov/GPO/gpo132163,Kennesaw Mountain National Battlefield Park : a case study of the potential impacts of neighboring land use patterns on local ecosystems within protected federal lands
1114805,https://catalog.gpo.gov/F/?func=direct&doc_number=1114805&local_base=GPO01PUB,1140400014,0646-R (online),I 29.89:2011/468,2011,https://purl.fdlp.gov/GPO/gpo132164,"Pacific Islands stream monitoring protocol:  fish, shrimp, snails, and habitat characterization:  Pacific Island Network"
1114817,https://catalog.gpo.gov/F/?func=direct&doc_number=1114817&local_base=GPO01PUB,682148328,0624-B (online),I 19.42/4:92-4109/998,1998,https://purl.fdlp.gov/GPO/gpo132169,"Hydrology and quality of ground water in northern Thurston County, Washington"
1114827,https://catalog.gpo.gov/F/?func=direct&doc_number=1114827&local_base=GPO01PUB,1140402168,0807-A-10 (online),LC 14.25:LSB 10169/,-2018,https://purl.fdlp.gov/GPO/gpo132175,Supreme Court directs state court to decide whether Indian tribe can invoke sovereign immunity in property dispute
1114830,https://catalog.gpo.gov/F/?func=direct&doc_number=1114830&local_base=GPO01PUB,985370725,0624-B-05 (online),I 19.42/4:80-33,1980,https://purl.fdlp.gov/GPO/gpo131707,"Ground-water hydrology of the Dade City area, Pasco County, Florida : with emphasis on the hydrologic effects of pumping from the Floridan aquifer"
1114831,https://catalog.gpo.gov/F/?func=direct&doc_number=1114831&local_base=GPO01PUB,985370649,0624-B-05 (online),I 19.42/4:79-74,1979,https://purl.fdlp.gov/GPO/gpo131711,"Use of the STORM model for estimating the quantity and quality of runoff from the metropolitan area of Houston, Texas"
1114832,https://catalog.gpo.gov/F/?func=direct&doc_number=1114832&local_base=GPO01PUB,963251391,0624-B-05 (online),I 19.42/4:78-42,1978,https://purl.fdlp.gov/GPO/gpo131713,"Postimpoundment survey of water-quality characteristics of Raystown Lake, Huntingdon and Bedford Counties, Pennsylvania"
1114838,https://catalog.gpo.gov/F/?func=direct&doc_number=1114838&local_base=GPO01PUB,971498392,0624-B-05 (online),I 19.42/4:80-99,1980,https://purl.fdlp.gov/GPO/gpo131716,"Hydrologic setting of wetlands in the Cottonwood Lake area, Stutsman County, North Dakota"
1114845,https://catalog.gpo.gov/F/?func=direct&doc_number=1114845&local_base=GPO01PUB,971498215,0624-B-05 (online),I 19.42/4:78-26,1978,https://purl.fdlp.gov/GPO/gpo131721,"Feasibility of water-supply development from the unconfined aquifer in Charlotte County, Florida"
1114854,https://catalog.gpo.gov/F/?func=direct&doc_number=1114854&local_base=GPO01PUB,681203901,0624-B-05 (online),I 19.42/4:80-117,1981,https://purl.fdlp.gov/GPO/gpo131722,Flow routing in the Susquehanna River Basin.
1114861,https://catalog.gpo.gov/F/?func=direct&doc_number=1114861&local_base=GPO01PUB,1140447322,0646-R (online),I 29.89:2011/391,2011,http://purl.fdlp.gov/GPO/gpo132196,SOP for monitoring black oystercatchers:  Southwest Alaska Inventory and Monitoring Network
1114865,https://catalog.gpo.gov/F/?func=direct&doc_number=1114865&local_base=GPO01PUB,1140485805,0646-R (online),I 29.89:2011/393,2011,http://purl.fdlp.gov/GPO/gpo132199,SOP for conducting sea otter aerial surveys:  Southwest Alaska Inventory and Monitoring Network
1114870,https://catalog.gpo.gov/F/?func=direct&doc_number=1114870&local_base=GPO01PUB,1140484970,0646-R (online),I 29.89:2011/394,2011,http://purl.fdlp.gov/GPO/gpo132200,SOP for collecting sea otter forage data:  Southwest Alaska Inventory and Monitoring Network
1114873,https://catalog.gpo.gov/F/?func=direct&doc_number=1114873&local_base=GPO01PUB,1140505173,0646-R (online),I 29.89:2011/392,2011,http://purl.fdlp.gov/GPO/gpo132201,SOP for conducting marine bird and mammal surveys:  Southwest Alaska Inventory and Monitoring Network
1114875,https://catalog.gpo.gov/F/?func=direct&doc_number=1114875&local_base=GPO01PUB,985370729,0624-B-05 (online),I 19.42/4:77-131,1978,https://purl.fdlp.gov/GPO/gpo132197,"Geohydrologic data from the Jemez Mountains and vicinity, north-central New Mexico"
1114883,https://catalog.gpo.gov/F/?func=direct&doc_number=1114883&local_base=GPO01PUB,1140507478,0208-C-20 (online),C 55.13/2:NMFS-SEFSC-348,1994,https://purl.fdlp.gov/GPO/gpo132203,"Mercury bioaccumulation in finfish and shellfish from Lavaca Bay, Texas, descriptive models and annotated bibliography"
1114911,https://catalog.gpo.gov/F/?func=direct&doc_number=1114911&local_base=GPO01PUB,1140510460,0646-R (online),I 29.89:2011/460,2011,https://purl.fdlp.gov/GPO/gpo132167,Aquatic macroinvertebrate monitoring protocol for the Southern Colorado plateau network
1114923,https://catalog.gpo.gov/F/?func=direct&doc_number=1114923&local_base=GPO01PUB,1142188630,0431-J-87 (online),EP 1.1/25:,,https://purl.fdlp.gov/GPO/gpo132411,EPA year in review.
1114933,https://catalog.gpo.gov/F/?func=direct&doc_number=1114933&local_base=GPO01PUB,1140511856,0646-R (online),I 29.89:2011/421,2011,https://purl.fdlp.gov/GPO/gpo132225,Marine fish monitoring protocol:  Pacific Islands Network
1114934,https://catalog.gpo.gov/F/?func=direct&doc_number=1114934&local_base=GPO01PUB,1140512352,0646-R (online),I 29.89:2011/339,2011,https://purl.fdlp.gov/GPO/gpo132226,Pacific Islands Network benthic marine community monitoring protocol
1114970,https://catalog.gpo.gov/F/?func=direct&doc_number=1114970&local_base=GPO01PUB,1140644299,0646-R (online),I 29.89:2011/405,2011,https://purl.fdlp.gov/GPO/gpo132241,"Assateague Island National Seashore natural resource condition assessment, Maryland, Virginia"
1114972,https://catalog.gpo.gov/F/?func=direct&doc_number=1114972&local_base=GPO01PUB,1140644455,0646-R (online),I 29.89:2011/475,2011,https://purl.fdlp.gov/GPO/gpo132243,Shenandoah National Park forest vegetation monitoring protocol
1114974,https://catalog.gpo.gov/F/?func=direct&doc_number=1114974&local_base=GPO01PUB,1140644464,0646-R (online),I 29.89:2011/462,2011,https://purl.fdlp.gov/GPO/gpo132245,Vegetation inventory project:  Kaloko-Honokōhau National Historical Park
1114977,https://catalog.gpo.gov/F/?func=direct&doc_number=1114977&local_base=GPO01PUB,1140644913,0646-R (online),I 29.89:2011/461,2011,https://purl.fdlp.gov/GPO/gpo132247,Vegetation inventory project:  Pu'uhonua o Hōnaunau National Historical Park
1114978,https://catalog.gpo.gov/F/?func=direct&doc_number=1114978&local_base=GPO01PUB,1140644994,0646-R (online),I 29.89:2011/459,2011,https://purl.fdlp.gov/GPO/gpo132248,Vegetation inventory project:  Pu'ukoholā Heiau National Historic Site
1114987,https://catalog.gpo.gov/F/?func=direct&doc_number=1114987&local_base=GPO01PUB,1140646088,0646-R (online),I 29.89:2011/434,2011,https://purl.fdlp.gov/GPO/gpo132249,Vegetation inventory project:  Lake Roosevelt National Recreation Area
1114988,https://catalog.gpo.gov/F/?func=direct&doc_number=1114988&local_base=GPO01PUB,1140648564,0646-R (online),I 29.89:2011/450,2011,https://purl.fdlp.gov/GPO/gpo132251,Vegetation inventory project:  City of Rocks National Reserve
1114994,https://catalog.gpo.gov/F/?func=direct&doc_number=1114994&local_base=GPO01PUB,1140650774,0646-R (online),I 29.89:2012/519,2012,https://purl.fdlp.gov/GPO/gpo132252,Vegetation inventory project:  Big Hole National Battlefield
1115003,https://catalog.gpo.gov/F/?func=direct&doc_number=1115003&local_base=GPO01PUB,1140650874,0646-R (online),I 29.89:2012/531,2012,https://purl.fdlp.gov/GPO/gpo132253,Vegetation inventory project:  Nez Perce National Historical Park
1115008,https://catalog.gpo.gov/F/?func=direct&doc_number=1115008&local_base=GPO01PUB,1140650681,0646-R (online),I 29.89:2012/520,2012,https://purl.fdlp.gov/GPO/gpo132260,Vegetation inventory project:  Whitman Mission National Historic Site
1115013,https://catalog.gpo.gov/F/?func=direct&doc_number=1115013&local_base=GPO01PUB,1140651914,0646-R (online),I 29.89:2012/568,2012,https://purl.fdlp.gov/GPO/gpo132264,Vegetation inventory project:  Great Basin National Park
1115041,https://catalog.gpo.gov/F/?func=direct&doc_number=1115041&local_base=GPO01PUB,1140971051,0431-I-01 (online),EP 1.2:D 99/6,March 1978.,https://purl.fdlp.gov/GPO/gpo132103,Investigation of the requested alternate dynamometer power absorption for the Ford Mercury Marquis
1115052,https://catalog.gpo.gov/F/?func=direct&doc_number=1115052&local_base=GPO01PUB,1140975452,0624-B-02 (online),I 19.42/4-4:2009-5207,2009,https://purl.fdlp.gov/GPO/gpo132283,"Water levels and selected water-quality conditions in the Sparta-Memphis aquifer (Middle Claiborne aquifer) in Arkansas, spring-summer 2007"
1115067,https://catalog.gpo.gov/F/?func=direct&doc_number=1115067&local_base=GPO01PUB,681506746,0624-B-05 (online),I 19.42/4:98-4084,1998,https://purl.fdlp.gov/GPO/gpo132290,"Potentiometric surface of the Cockfield aquifer in southeastern Arkansas and the Wilcox aquifers in southern and northeastern Arkansas, October 1996-July 1997"
1115171,https://catalog.gpo.gov/F/?func=direct&doc_number=1115171&local_base=GPO01PUB,1141099868,0807-A-09 (online),LC 14.24:IF 10832/,-2019,https://purl.fdlp.gov/GPO/gpo129620,Federal and Indian lands on the U.S.-Mexico border
1115189,https://catalog.gpo.gov/F/?func=direct&doc_number=1115189&local_base=GPO01PUB,1141200553,1002-C (online),Y 4.T 19/4:F 49/5,[2020],https://purl.fdlp.gov/GPO/gpo132400,"Overview of selected provisions and options relating to funding and financing infrastructure investments : scheduled for a public hearing before the Committee on Ways and Means on January 29, 2020"
1115206,https://catalog.gpo.gov/F/?func=direct&doc_number=1115206&local_base=GPO01PUB,1141203947,0431-J-78 (online),EP 1.1-2:,,https://purl.fdlp.gov/GPO/gpo132413,Agency financial report.
1115227,https://catalog.gpo.gov/F/?func=direct&doc_number=1115227&local_base=GPO01PUB,1142237145,0080-F (online),A 13.92:C 72/8,2019,https://purl.fdlp.gov/GPO/gpo132422,"Final record of decision for the Colville National Forest revised land management plan : Ferry, Pend Oreille, and Stevens Counties, Washington."
1115236,https://catalog.gpo.gov/F/?func=direct&doc_number=1115236&local_base=GPO01PUB,1142195721,0080-F (online),A 13.92:C 72/7/2019,2019,https://purl.fdlp.gov/GPO/gpo132425,"Colville National Forest land management plan:  Ferry, Pend Oreille, and Stevens Counties, Washington."
1115271,https://catalog.gpo.gov/F/?func=direct&doc_number=1115271&local_base=GPO01PUB,1141253861,0337-B-40 (online),D 103.141:,-2001,https://purl.fdlp.gov/GPO/gpo132447,Missouri River main stem system ... annual operating plan.
1115272,https://catalog.gpo.gov/F/?func=direct&doc_number=1115272&local_base=GPO01PUB,1141253819,0337-B-40 (online),D 103.141:,2001,https://purl.fdlp.gov/GPO/gpo132369,Missouri River main stem reservoirs ... annual operating plan.
1115273,https://catalog.gpo.gov/F/?func=direct&doc_number=1115273&local_base=GPO01PUB,1141253784,0337-B-40 (online),D 103.141:,1999,https://purl.fdlp.gov/GPO/gpo132368,Missouri River main stem reservoirs ... annual operating plan.
1115279,https://catalog.gpo.gov/F/?func=direct&doc_number=1115279&local_base=GPO01PUB,1141255617,0337-B-41 (online),D 103.141/2:,-2001,https://purl.fdlp.gov/GPO/gpo132456,Missouri River main stem reservoirs summary of actual ... operations.
