----
| *Title* | *CGP* | *Author* | *Date* | *SuDoc*
:-----------------|:-----------------|:-----------------|:-----------------|:-----------------
"COVID-19 and the Indian health service / Elayne J. Heisler.",1149905,https://catalog.gpo.gov/F/?func=direct&doc_number=1149905&local_base=GPO01PUB,"Heisler, Elayne J.",2020,LC 14.25/2:IN 11333/
"COVID-19 and the banking industry : risks and policy responses / David W. Perkins and three others.",1125631,https://catalog.gpo.gov/F/?func=direct&doc_number=1125631&local_base=GPO01PUB,"Perkins, David W. (Analyst in Macroeconomic Policy)",2020,LC 14.23:R 46422/
"COVID-19 and the cruise ship industry / John Frittelli.",1118350,https://catalog.gpo.gov/F/?func=direct&doc_number=1118350&local_base=GPO01PUB,"Frittelli, John",2020,LC 14.25/2:IN 11245/
"COVID-19 and the defense industrial base : DOD response and legislative considerations / Heidi M. Peters.",1118465,https://catalog.gpo.gov/F/?func=direct&doc_number=1118465&local_base=GPO01PUB,"Peters, Heidi M.",2020,LC 14.25/2:IN 11288/
"COVID-19 and the ethics of military readiness / C. Anthony Pfaff.",1121044,https://catalog.gpo.gov/F/?func=direct&doc_number=1121044&local_base=GPO01PUB,"Pfaff, C. Anthony",2020,D 101.146:C 81/3
"COVID-19 and workplace liability : selected issues under antidiscrimination laws / April J. Anderson.",1136893,https://catalog.gpo.gov/F/?func=direct&doc_number=1136893&local_base=GPO01PUB,"Anderson, April J.",2020,LC 14.25:LSB 10471/
"COVID-19 care for uninsured individuals.",1175149,https://catalog.gpo.gov/F/?func=direct&doc_number=1175149&local_base=GPO01PUB,"No data",2021,HE 1.2:UN 3/3
"COVID-19 case investigation and contact tracing supervisor or lead training : guidance, resources, and sample training plan.",1121874,https://catalog.gpo.gov/F/?func=direct&doc_number=1121874&local_base=GPO01PUB,"No data",2020,HE 20.7008:C 81/24
"COVID-19 contracting : observations on federal contracting in response to the pandemic : report to congressional committees.",1126408,https://catalog.gpo.gov/F/?func=direct&doc_number=1126408&local_base=GPO01PUB,"United States. Government Accountability Office",2020,GA 1.13:GAO-20-632
"COVID-19 contracting: Indian Health Service used flexibilities to meet increased medical supply needs : report to congressional addressees.",1165577,https://catalog.gpo.gov/F/?func=direct&doc_number=1165577&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-104745
"COVID-19 contracting: actions needed to enhance transparency and oversight of selected awards : report to congressional committees.",1160947,https://catalog.gpo.gov/F/?func=direct&doc_number=1160947&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-501
"COVID-19 contracting: contractor paid leave reimbursements could provide lessons learned for future emergency responses : report to congressional addressees.",1161064,https://catalog.gpo.gov/F/?func=direct&doc_number=1161064&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-475
"COVID-19 contracting: observations on contractor paid leave reimbursement guidance and use : report to congressional committees.",1128566,https://catalog.gpo.gov/F/?func=direct&doc_number=1128566&local_base=GPO01PUB,"United States. Government Accountability Office",2020,GA 1.13:GAO-20-662
"COVID-19 contracting: opportunities to improve practices to assess prospective vendors and capture lessons learned : report to congressional addressees.",1161178,https://catalog.gpo.gov/F/?func=direct&doc_number=1161178&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-528
"COVID-19 disrupts U.S. meat supply; producer prices tumble / Joel L. Greene.",1150077,https://catalog.gpo.gov/F/?func=direct&doc_number=1150077&local_base=GPO01PUB,"Greene, Joel L.",2020,LC 14.25/2:IN 11366/
"COVID-19 economic stimulus : business payroll tax cuts / Molly F. Sherlock, Donald J. Marples.",1125955,https://catalog.gpo.gov/F/?func=direct&doc_number=1125955&local_base=GPO01PUB,"Sherlock, Molly F.",2020,LC 14.25/2:IN 11260/
"COVID-19 electric utility disconnections / Richard J. Campbell, Ashely J. Lawson.",1127346,https://catalog.gpo.gov/F/?func=direct&doc_number=1127346&local_base=GPO01PUB,"Campbell, Richard J. (Specialist in energy policy)",2020,LC 14.23:R 46401/
"COVID-19 emergency declaration blanket waivers for health care providers.",1118796,https://catalog.gpo.gov/F/?func=direct&doc_number=1118796&local_base=GPO01PUB,"No data",2020,HE 22.2:C 81/2
"COVID-19 expenses : lessons learned regarding awareness of potential fraud, waste, and abuse risk.",1121338,https://catalog.gpo.gov/F/?func=direct&doc_number=1121338&local_base=GPO01PUB,"United States. Department of Defense. Office of the Inspector General",2020,D 1.2:C 83/4
"COVID-19 federal rural resource guide.",1139168,https://catalog.gpo.gov/F/?func=direct&doc_number=1139168&local_base=GPO01PUB,"No data",2020,A 1.2:C 83
"COVID-19 guidance for dental practitioners.",1122770,https://catalog.gpo.gov/F/?func=direct&doc_number=1122770&local_base=GPO01PUB,"No data",2020,L 35.24/3:D 43
"COVID-19 guidance for food truck workers.",1127663,https://catalog.gpo.gov/F/?func=direct&doc_number=1127663&local_base=GPO01PUB,"No data",2020,L 35.24/3:F 73
"COVID-19 guidance for hair and nail salon workers.",1127669,https://catalog.gpo.gov/F/?func=direct&doc_number=1127669&local_base=GPO01PUB,"No data",2020,L 35.24/3:SA 3
"COVID-19 guidance for nursing home and long-term care facility workers.",1122514,https://catalog.gpo.gov/F/?func=direct&doc_number=1122514&local_base=GPO01PUB,"No data",2020,L 35.24/3:N 93
"COVID-19 guidance for restaurants & beverage vendors offering takeout or curbside pickup.",1120549,https://catalog.gpo.gov/F/?func=direct&doc_number=1120549&local_base=GPO01PUB,"No data",2020,L 35.24/3:R 31
"COVID-19 guidance for retail pharmacies.",1122521,https://catalog.gpo.gov/F/?func=direct&doc_number=1122521&local_base=GPO01PUB,"No data",2020,L 35.24/3:P 49
"COVID-19 guidance for retail workers.",1118989,https://catalog.gpo.gov/F/?func=direct&doc_number=1118989&local_base=GPO01PUB,"No data",2020,L 35.8:C 81/3
"COVID-19 guidance for rideshare, taxi, and car service workers.",1122532,https://catalog.gpo.gov/F/?func=direct&doc_number=1122532&local_base=GPO01PUB,"No data",2020,L 35.24/3:R 43
"COVID-19 guidance for stockroom and loading dock workers.",1122782,https://catalog.gpo.gov/F/?func=direct&doc_number=1122782&local_base=GPO01PUB,"No data",2020,L 35.24/3:ST 6
"COVID-19 guidance for the construction workforce.",1119918,https://catalog.gpo.gov/F/?func=direct&doc_number=1119918&local_base=GPO01PUB,"No data",2020,L 35.24/3:C 76
"COVID-19 guidance for the manufacturing industry workforce.",1119349,https://catalog.gpo.gov/F/?func=direct&doc_number=1119349&local_base=GPO01PUB,"No data",2020,L 35.24/3:M 31
"COVID-19 guidance for the package delivery workforce.",1118982,https://catalog.gpo.gov/F/?func=direct&doc_number=1118982&local_base=GPO01PUB,"No data",2020,L 35.24/3:P 12
"COVID-19 guidance on social distancing at work.",1122810,https://catalog.gpo.gov/F/?func=direct&doc_number=1122810&local_base=GPO01PUB,"No data",2020,L 35.24/3:SO 1
"COVID-19 had a devastating impact on Medicare beneficiaries in nursing homes during 2020.",1171809,https://catalog.gpo.gov/F/?func=direct&doc_number=1171809&local_base=GPO01PUB,"United States. Department of Health and Human Services. Office of Inspector General",2021,HE 1.75:OEI-02-20-00490
"The COVID-19 health care provider relief fund / Elayne J. Heisler.",1129387,https://catalog.gpo.gov/F/?func=direct&doc_number=1129387&local_base=GPO01PUB,"Heisler, Elayne J.",2020,LC 14.25/2:IN 11438/
"COVID-19 housing protections : moratoriums have helped limit evictions, but further outreach is needed : report to congressional committees.",1138818,https://catalog.gpo.gov/F/?func=direct&doc_number=1138818&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-370
"COVID-19 housing protections: mortgage forebearance and other federal efforts have reduced default and foreclosure risks : report to congressional committees.",1160611,https://catalog.gpo.gov/F/?func=direct&doc_number=1160611&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-554
"COVID-19 impact on access to military service records / Heather M. Salazar, Meghan M. Stuessy.",1172129,https://catalog.gpo.gov/F/?func=direct&doc_number=1172129&local_base=GPO01PUB,"Salazar, Heather M.",2021,LC 14.24:IF 11950/
"COVID-19 impact on commercial real estate and commercial mortgage-backed securities / Andrew P. Scott.",1150088,https://catalog.gpo.gov/F/?func=direct&doc_number=1150088&local_base=GPO01PUB,"Scott, Andrew P. (Analyst in financial economics)",2020,LC 14.25/2:IN 11427/
"COVID-19 in nursing homes : HHS has taken steps in response to pandemic, but several GAO recommendations have not been implemented : testimony before the Committee on Finance, U.S. Senate / statement of John E. Dicken.",1138995,https://catalog.gpo.gov/F/?func=direct&doc_number=1138995&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.5/2:GAO-21-402 T
"COVID-19 in nursing homes: exports identified actions aimed at improving infection prevention and control : report to congressional addressees.",1213903,https://catalog.gpo.gov/F/?func=direct&doc_number=1213903&local_base=GPO01PUB,"United States. Government Accountability Office",2023,GA 1.13:GAO-23-105613
"COVID-19 in nursing homes: most homes had multiple outbreaks and weeks of sustained transmission from May 2020 through January 2021 : report to congressional addressees.",1151640,https://catalog.gpo.gov/F/?func=direct&doc_number=1151640&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-367
"COVID-19 in nursing homes: outbreak duration averaged 4 weeks and was strongly associated with community spread : report to congressional addressees.",1208815,https://catalog.gpo.gov/F/?func=direct&doc_number=1208815&local_base=GPO01PUB,"United States. Government Accountability Office",2022,GA 1.13:GAO-23-104291
"COVID-19 loans : SBA has begun to take steps to improve oversight and fraud risk management: testimony before the Committee on Small Business, House of Representatives / statement of William B. Shear.",1171431,https://catalog.gpo.gov/F/?func=direct&doc_number=1171431&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.5/2:GAO-21-498 T
"COVID-19 medical countermeasures : intellectual property and affordability / Kevin J. Hickey.",1118143,https://catalog.gpo.gov/F/?func=direct&doc_number=1118143&local_base=GPO01PUB,"Hickey, Kevin J.",2020,LC 14.25:LSB 10422/
"COVID-19 modeling.",1122853,https://catalog.gpo.gov/F/?func=direct&doc_number=1122853&local_base=GPO01PUB,"No data",2020,GA 1.13/21-4:GAO-20-582 SP
"The COVID-19 pandemic : labor market implications for women / Sarah A. Donovan, Marc Labonte.",1161255,https://catalog.gpo.gov/F/?func=direct&doc_number=1161255&local_base=GPO01PUB,"Donovan, Sarah A.",2020,LC 14.23:R 46632/
"COVID-19 pandemic : preliminary observations on efforts toward and factors affecting the aviation industry's recovery : testimony before the Subcommittee on Aviation, Committee on Transportation and Infrastructure, House of Representatives / statement of Heather Krause.",1138012,https://catalog.gpo.gov/F/?func=direct&doc_number=1138012&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.5/2:GAO-21-412 T
"The COVID-19 pandemic and institutions of higher education : contemporary issues / Benjamin Collins, Joselynn H. Fountain, Cassandria Dortch.",1161251,https://catalog.gpo.gov/F/?func=direct&doc_number=1161251&local_base=GPO01PUB,"Collins, Benjamin",2021,LC 14.23:R 46666/
"COVID-19 pandemic operational guidance for the 2020 hurricane season.",1123264,https://catalog.gpo.gov/F/?func=direct&doc_number=1123264&local_base=GPO01PUB,"No data",2020,HS 5.108:C 81
"COVID-19 pandemic's impact on household employment and income / Gene Falk.",1130415,https://catalog.gpo.gov/F/?func=direct&doc_number=1130415&local_base=GPO01PUB,"Falk, Gene",2020,LC 14.25/2:IN 11457/
"COVID-19 pandemic: VA provides health care assistance to civilians as part of the federal response : report to congressional addressees.",1151642,https://catalog.gpo.gov/F/?func=direct&doc_number=1151642&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-395
"The COVID-19 pandemic: a preliminary assessment of the impact on terrorism in western states / James K. Wither.",1176109,https://catalog.gpo.gov/F/?func=direct&doc_number=1176109&local_base=GPO01PUB,"Wither, James",2020,D 1.111:P 19/2
"COVID-19 pandemic: actions needed to improve federal oversight of assistance to individuals, communities, and the transportation industry : testimony before the Committee on Transportation and Infrastructure, House of Representatives / statement of Heather Krause and Chris P. Currie.",1161307,https://catalog.gpo.gov/F/?func=direct&doc_number=1161307&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.5/2:GAO-21-105202
"COVID-19 pandemic: observations on the ongoing recovery of the aviation industry : report to congressional addressees.",1165894,https://catalog.gpo.gov/F/?func=direct&doc_number=1165894&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-104429
"COVID-19 personal protective equipment (PPE) for healthcare personnel.",1118475,https://catalog.gpo.gov/F/?func=direct&doc_number=1118475&local_base=GPO01PUB,"No data",2020,HE 20.7002:C 81/34
"COVID-19 relief : funding and spending as of Jan. 31, 2023.",1213185,https://catalog.gpo.gov/F/?func=direct&doc_number=1213185&local_base=GPO01PUB,"United States. Government Accountability Office",2023,GA 1.45:GAO-23-106647
"COVID-19 relief assistance to small businesses : issues and policy options / Robert Jay Dilger, Bruce R. Lindsay, Sean Lowry.",1119617,https://catalog.gpo.gov/F/?func=direct&doc_number=1119617&local_base=GPO01PUB,"Dilger, Robert Jay",2020,LC 14.23:R 46284/
"COVID-19 relief funds : lessons learned could improve future distribution of federal emergency relief to tribal recipients : report to congressional committees.",1209758,https://catalog.gpo.gov/F/?func=direct&doc_number=1209758&local_base=GPO01PUB,"United States. Government Accountability Office",2022,GA 1.13:GAO-23-105473
"COVID-19 reopening plan : Yellowstone National Park.",1121394,https://catalog.gpo.gov/F/?func=direct&doc_number=1121394&local_base=GPO01PUB,"No data",2020,I 29.2:Y 3/32
"COVID-19 supplement for planning considerations: evacuation and shelter-in-place.",1131510,https://catalog.gpo.gov/F/?func=direct&doc_number=1131510&local_base=GPO01PUB,"No data",2020,HS 1.8:EV 1/SUPP.
"COVID-19 testing : frequently asked questions / Bryce H. P. Mendez and fourteen others.",1129410,https://catalog.gpo.gov/F/?func=direct&doc_number=1129410&local_base=GPO01PUB,"Mendez, Bryce H. P.",2020,LC 14.23:R 46481/
"COVID-19 testing : key issues / Amanda K. Sarata.",1127366,https://catalog.gpo.gov/F/?func=direct&doc_number=1127366&local_base=GPO01PUB,"Sarata, Amanda K.",2020,LC 14.24:IF 11516/
"COVID-19 testing.",1122181,https://catalog.gpo.gov/F/?func=direct&doc_number=1122181&local_base=GPO01PUB,"No data",2020,GA 1.13/21-4:GAO-20-584 SP
"COVID-19 travel information / U.S. Department of State--Bureau of Consular Affairs.",1170476,https://catalog.gpo.gov/F/?func=direct&doc_number=1170476&local_base=GPO01PUB,"No data",1800,S 23.17:
"COVID-19 vaccination program interim playbook for jurisdiction operations / Centers for Disease Control and Prevention (CDC).",1129308,https://catalog.gpo.gov/F/?func=direct&doc_number=1129308&local_base=GPO01PUB,"No data",2020,HE 20.7008:C 81/38
"COVID-19 vaccine development.",1122277,https://catalog.gpo.gov/F/?func=direct&doc_number=1122277&local_base=GPO01PUB,"No data",2020,GA 1.13/21-4:GAO-20-583 SP
"COVID-19 variants : vaccines, diagnostics, and therapeutics / Amanda K. Sarata, Agata Bodie, Kavya Sekar.",1172165,https://catalog.gpo.gov/F/?func=direct&doc_number=1172165&local_base=GPO01PUB,"Sarata, Amanda K.",2021,LC 14.24:IF 11789/
"COVID-19's effect on interior immigration enforcement and detention / Hillel R. Smith, Audrey Singer.",1150295,https://catalog.gpo.gov/F/?func=direct&doc_number=1150295&local_base=GPO01PUB,"Smith, Hillel R.",2020,LC 14.25/2:IN 11335/
"COVID-19, U.S. agriculture, and USDA's Coronavirus Food Assistance Program (CFAP) / Randy Schnepf, Jim Monke.",1125634,https://catalog.gpo.gov/F/?func=direct&doc_number=1125634&local_base=GPO01PUB,"Schnepf, Randall Dean",2020,LC 14.23:R 46347/
"COVID-19, digital surveillance, and privacy : Fourth Amendment considerations / Michael A. Foster.",1136894,https://catalog.gpo.gov/F/?func=direct&doc_number=1136894&local_base=GPO01PUB,"Foster, Michael A. (Legislative attorney)",2020,LC 14.25:LSB 10449/
"COVID-19- related loan assistance for agricultural enterprises / Robert Jay Dilger, Bruce R. Lindsay, Sean Lowry.",1150292,https://catalog.gpo.gov/F/?func=direct&doc_number=1150292&local_base=GPO01PUB,"Dilger, Robert Jay",2020,LC 14.25/2:IN 11357/
"COVID-19-related suspension of immigrant entry / William A. Kandel.",1150294,https://catalog.gpo.gov/F/?func=direct&doc_number=1150294&local_base=GPO01PUB,"Kandel, William",2020,LC 14.25/2:IN 11362/
"COVID-19-related suspension of nonimmigrant entry / Jill H. Wilson.",1150277,https://catalog.gpo.gov/F/?func=direct&doc_number=1150277&local_base=GPO01PUB,"Wilson, Jill",2020,LC 14.25/2:IN 11435/
"COVID-19: CBP acted to mitigate challenges affecting its trade operations : report to congressional committees.",1201897,https://catalog.gpo.gov/F/?func=direct&doc_number=1201897&local_base=GPO01PUB,"United States. Government Accountability Office",2022,GA 1.13:GAO-22-105034
"COVID-19: DOD has focused on strategy and oversight to protect military servicemember health : report to congressional addressees.",1151859,https://catalog.gpo.gov/F/?func=direct&doc_number=1151859&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-321
"COVID-19: Defense Production Act (DPA) developments and issues for Congress / Michael H. Cecire, Heidi M. Peters.",1150101,https://catalog.gpo.gov/F/?func=direct&doc_number=1150101&local_base=GPO01PUB,"Cecire, Michael",2020,LC 14.25/2:IN 11387/
"COVID-19: EDA revolving loan funds for businesses / Julie M. Lawhorn.",1150104,https://catalog.gpo.gov/F/?func=direct&doc_number=1150104&local_base=GPO01PUB,"Lawhorn, Julie M.",2020,LC 14.25/2:IN 11418/
"COVID-19: FDA took steps to help make tests available : policy for future public health emergencies needed : report to congressional addressees.",1179042,https://catalog.gpo.gov/F/?func=direct&doc_number=1179042&local_base=GPO01PUB,"United States. Government Accountability Office",2022,GA 1.13:GAO-22-104266
"COVID-19: Federal Air Marshal Service should document its response to cases and facilitate access to testing : report to congressional committees.",1158949,https://catalog.gpo.gov/F/?func=direct&doc_number=1158949&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-595
"COVID-19: GAO recommendations can help federal agencies better prepare for future public health emergencies.",1231201,https://catalog.gpo.gov/F/?func=direct&doc_number=1231201&local_base=GPO01PUB,"United States. Government Accountability Office",2023,GA 1.13:GAO-23-106554
"COVID-19: HHS and DOD transitioned vaccine responsibilities to HHS, but need to address outstanding issues : report to congressional addressees.",1171502,https://catalog.gpo.gov/F/?func=direct&doc_number=1171502&local_base=GPO01PUB,"United States. Government Accountability Office",2022,GA 1.13:GAO-22-104453
"COVID-19: HHS funds allocated to support disproportionately affected communities : report to congressional addressees.",1210141,https://catalog.gpo.gov/F/?func=direct&doc_number=1210141&local_base=GPO01PUB,"United States. Government Accountability Office",2023,GA 1.13:GAO-23-105500
"COVID-19: HHS should clarify agency roles for emergency return of U.S. citizens during a pandemic : report to congressional addressees.",1149212,https://catalog.gpo.gov/F/?func=direct&doc_number=1149212&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-334
"COVID-19: HHS's collection of hospital capacity data : report to congressional addressees.",1161555,https://catalog.gpo.gov/F/?func=direct&doc_number=1161555&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-600
"COVID-19: IRS implemented tax relief for employers quickly, but could strengthen its compliance efforts : report to congressional committees.",1179795,https://catalog.gpo.gov/F/?func=direct&doc_number=1179795&local_base=GPO01PUB,"United States. Government Accountability Office",2022,GA 1.13:GAO-22-104280
"COVID-19: TSA could better monitor its efforts to reduce infectious disease spread at checkpoints : report to congressional committees.",1158378,https://catalog.gpo.gov/F/?func=direct&doc_number=1158378&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-364
"COVID-19: U.S. Environmental Protection Agency enforcement discretion policy / Robert Esworthy, David M. Bearden.",1150210,https://catalog.gpo.gov/F/?func=direct&doc_number=1150210&local_base=GPO01PUB,"Esworthy, Robert",2020,LC 14.25/2:IN 11396/
"COVID-19: U.S. economic effects / Rena S. Miller, Marc Labonte.",1150208,https://catalog.gpo.gov/F/?func=direct&doc_number=1150208&local_base=GPO01PUB,"Miller, Rena S.",2020,LC 14.25/2:IN 11388/
"COVID-19: U.S. public health data and reporting / Kavya Sekar.",1150286,https://catalog.gpo.gov/F/?func=direct&doc_number=1150286&local_base=GPO01PUB,"Sekar, Kavya",2020,LC 14.25/2:IN 11361/
"COVID-19: U.S.-China economic considerations / Karen M. Sutter, Michael D. Sutherland.",1118346,https://catalog.gpo.gov/F/?func=direct&doc_number=1118346&local_base=GPO01PUB,"Sutter, Karen M.",2019,LC 14.24:IF 11434/
"COVID-19: VA should assess its oversight of infection prevention and control in community living centers : report to congressional addressees.",1161061,https://catalog.gpo.gov/F/?func=direct&doc_number=1161061&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-559
"COVID-19: additional risk assessment actions could improve HUD oversight of CARES Act funds : report to congressional committees.",1164906,https://catalog.gpo.gov/F/?func=direct&doc_number=1164906&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-104542
"COVID-19: agencies are taking steps to improve future use of Defense Production Act authorities : report to congressional committees.",1169546,https://catalog.gpo.gov/F/?func=direct&doc_number=1169546&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-22-105380
"COVID-19: agencies increased use of some regulatory flexibilities are taking steps to assess them : report to congressional committees.",1192176,https://catalog.gpo.gov/F/?func=direct&doc_number=1192176&local_base=GPO01PUB,"United States. Government Accountability Office",2022,GA 1.13:GAO-22-105047
"COVID-19: better USAID documentation and more-frequent reporting could enhance monitoring of humanitarian efforts : report to congressional addressees.",1171673,https://catalog.gpo.gov/F/?func=direct&doc_number=1171673&local_base=GPO01PUB,"United States. Government Accountability Office",2022,GA 1.13:GAO-22-104431
"COVID-19: brief update on initial federal response to the pandemic : report to the Congress.",1128284,https://catalog.gpo.gov/F/?func=direct&doc_number=1128284&local_base=GPO01PUB,"United States. Government Accountability Office",2020,GA 1.13:GAO-20-708
"COVID-19: child care grants in H.R. 7027 and H.R. 7327 / Karen E. Lynch, Conor F. Boyle.",1130416,https://catalog.gpo.gov/F/?func=direct&doc_number=1130416&local_base=GPO01PUB,"Lynch, Karen E.",2020,LC 14.25/2:IN 11466/
"COVID-19: commercial paper market strains and federal government support / Rena S. Miller.",1150096,https://catalog.gpo.gov/F/?func=direct&doc_number=1150096&local_base=GPO01PUB,"Miller, Rena S.",2020,LC 14.25/2:IN 11332/
"COVID-19: continued attention needed to enhance federal preparedness, response, service delivery, and program integrity : report to congressional committees.",1160600,https://catalog.gpo.gov/F/?func=direct&doc_number=1160600&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-551
"COVID-19: critical vaccine distribution, supply chain, program integrity, and other challenges require focused federal attention : report to congressional committees.",1136139,https://catalog.gpo.gov/F/?func=direct&doc_number=1136139&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-265
"COVID-19: current and future federal preparedness requires fixes to improve health data and address improper payments : report to congressional committees.",1177946,https://catalog.gpo.gov/F/?func=direct&doc_number=1177946&local_base=GPO01PUB,"United States. Government Accountability Office",2022,GA 1.13:GAO-22-105397
"COVID-19: data quality and considerations for modeling and analysis : report to congressional committees.",1126411,https://catalog.gpo.gov/F/?func=direct&doc_number=1126411&local_base=GPO01PUB,"United States. Government Accountability Office",2020,GA 1.13/21:GAO-20-635 SP
"COVID-19: defense support of civil authorities / Lawrence Kapp, Alan Ott.",1150102,https://catalog.gpo.gov/F/?func=direct&doc_number=1150102&local_base=GPO01PUB,"Kapp, Lawrence",2020,LC 14.25/2:IN 11305/
"COVID-19: defense-wide working capital fund cash management and defense logistics agency pandemic response.",1164459,https://catalog.gpo.gov/F/?func=direct&doc_number=1164459&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-104590
"COVID-19: effect on organ donation and transplantation / Jared S. Sussman.",1150130,https://catalog.gpo.gov/F/?func=direct&doc_number=1150130&local_base=GPO01PUB,"Sussman, Jared S.",2020,LC 14.25/2:IN 11345/
"COVID-19: emergency financial aid for college students under the CARES Act.",1149148,https://catalog.gpo.gov/F/?func=direct&doc_number=1149148&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.41:GAO-21-312 R
"COVID-19: federal agencies' initial reentry and workplace safety planning : report to congressional addressees.",1166085,https://catalog.gpo.gov/F/?func=direct&doc_number=1166085&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-104295
"COVID-19: federal efforts accelerate vaccine and therapeutic development, but tranparency needed on emergency use authorizations : report to congressional addressees.",1132548,https://catalog.gpo.gov/F/?func=direct&doc_number=1132548&local_base=GPO01PUB,"United States. Government Accountability Office",2020,GA 1.13:GAO-21-207
"COVID-19: federal efforts could be strengthened by timely and concerted actions : report to congressional committees.",1129353,https://catalog.gpo.gov/F/?func=direct&doc_number=1129353&local_base=GPO01PUB,"United States. Government Accountability Office",2020,GA 1.13:GAO-20-701
"COVID-19: federal efforts to provide vaccines to racial and ethnic groups : report to congressional committees.",1172429,https://catalog.gpo.gov/F/?func=direct&doc_number=1172429&local_base=GPO01PUB,"United States. Government Accountability Office",2022,GA 1.13:GAO-22-105079
"COVID-19: federal telework increased during the pandemic, but more reliable data are needed to support oversight : report to congressional addressees.",1172578,https://catalog.gpo.gov/F/?func=direct&doc_number=1172578&local_base=GPO01PUB,"United States. Government Accountability Office",2022,GA 1.13:GAO-22-104282
"COVID-19: financial relief and assistance resources for consumers / Maura Mullins, Jennifer Teefy.",1150138,https://catalog.gpo.gov/F/?func=direct&doc_number=1150138&local_base=GPO01PUB,"Mullins, Maura",2020,LC 14.25/2:IN 11359/
"COVID-19: global implications and responses / Sara M. Tharakan and three others.",1118248,https://catalog.gpo.gov/F/?func=direct&doc_number=1118248&local_base=GPO01PUB,"Tharakan, Sara M.",2019,LC 14.24:IF 11421/
"COVID-19: implementation and oversight of preparedness strategies at Veterans Affairs medical centers : report to congressional addresses.",1159626,https://catalog.gpo.gov/F/?func=direct&doc_number=1159626&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-514
"COVID-19: improvements needed in guidance and stakeholder engagement for immigration courts : report to congressional addressees.",1163357,https://catalog.gpo.gov/F/?func=direct&doc_number=1163357&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-104404
"COVID-19: information on HHS's public education campaign : report to congressional committees.",1175932,https://catalog.gpo.gov/F/?func=direct&doc_number=1175932&local_base=GPO01PUB,"United States. Government Accountability Office",2022,GA 1.13:GAO-22-104724
"COVID-19: key insights from GAO's oversight of the federal public health response : testimony before the Committee on Homeland Security, House of Representatives / statement of A. Nicole Clowers.",1138748,https://catalog.gpo.gov/F/?func=direct&doc_number=1138748&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.5/2:GAO-21-396 T
"COVID-19: lessons learned from Interior and Treasury's administration of CARES Act funds could improve federal emergency relief to tribes : report to congressional committees.",1166503,https://catalog.gpo.gov/F/?func=direct&doc_number=1166503&local_base=GPO01PUB,"United States. Government Accountability Office",2021,GA 1.13:GAO-21-104349
"COVID-19: opportunities to improve federal response and recovery efforts : testimony before the Select Subcommittee on the Coronavirus Crisis, Committee on Oversight and Government Reform, House of Representatives / statement of Gene L. Dodaro.",1125151,https://catalog.gpo.gov/F/?func=direct&doc_number=1125151&local_base=GPO01PUB,"United States. Government Accountability Office",2020,GA 1.5/2:GAO-20-659 T
"COVID-19: overview of FY2020 LHHS supplemental appropriations / Karen E. Lynch, Jessica Tollestrup.",1125639,https://catalog.gpo.gov/F/?func=direct&doc_number=1125639&local_base=GPO01PUB,"Lynch, Karen E.",2020,LC 14.23:R 46353/
